ID,SEX_FEMALE,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
25625,1,1,0,0,0,1,0,0,220000.00,43.00,0,0,0,0,0,0,64792.00,65463.00,66834.00,68221.00,69576.00,71035.00,2344.00,2427.00,2500.00,2490.00,2580.00,2593.00,0
25626,1,1,0,0,0,0,1,0,240000.00,28.00,0,0,0,0,0,0,192551.00,236772.00,201463.00,187916.00,149293.00,150614.00,66522.18,10000.00,7000.00,10040.00,7000.00,6000.00,0
25627,1,0,1,0,0,1,0,0,320000.00,30.00,0,0,0,0,0,0,91029.00,84644.00,87765.00,83094.00,66463.00,63977.00,5005.00,15055.00,16752.00,10012.00,10071.00,10039.00,0
25628,1,0,1,0,0,1,0,0,50000.00,30.00,0,0,0,0,0,2,25422.00,26456.00,27835.00,29070.00,30891.00,54741.00,1450.00,1800.00,2000.00,2600.00,0.00,2020.00,1
25629,1,1,0,0,0,1,0,0,100000.00,30.00,0,0,0,0,0,-1,43717.00,29954.00,24551.00,16333.00,9776.00,58408.00,3000.00,2500.00,2000.00,1000.00,58408.00,5800.00,0
25630,1,0,1,0,0,0,1,0,70000.00,30.00,2,2,2,0,0,2,14232.00,15398.00,14866.00,15611.00,16753.00,16343.00,1700.00,0.00,1300.00,1400.00,0.00,1400.00,1
25631,1,1,0,0,0,0,1,0,230000.00,30.00,0,0,0,0,0,0,64062.00,56716.00,30038.00,22872.00,22567.00,21973.00,5000.00,3000.00,3616.00,3000.00,2000.00,0.00,0
25632,1,0,1,0,0,0,1,0,120000.00,30.00,-1,2,2,-1,-1,-2,5713.00,1492.00,0.00,6407.00,0.00,0.00,0.00,0.00,6407.00,0.00,0.00,3000.00,0
25633,1,1,0,0,0,0,1,0,350000.00,31.00,0,0,0,0,0,0,314747.00,322981.00,325030.39,210500.00,201775.00,171242.00,15000.00,12127.00,9557.00,8000.00,6500.00,7000.00,0
25634,1,1,0,0,0,0,1,0,70000.00,34.00,2,2,2,2,2,2,43357.00,44347.00,43357.00,46626.00,47562.00,48651.00,2000.00,0.00,4000.00,2000.00,2000.00,2000.00,1
25635,1,0,0,1,0,1,0,0,50000.00,31.00,0,0,0,0,0,0,39072.00,40283.00,37269.00,27880.00,27935.00,26314.00,1914.00,1900.00,1478.00,1172.00,2005.00,1000.00,0
25636,1,1,0,0,0,0,1,0,150000.00,32.00,-2,-2,-2,-2,-2,-2,1999.00,3769.00,1999.00,1999.00,1500.00,1500.00,3769.00,1999.00,1999.00,1500.00,1500.00,1500.00,0
25637,1,0,0,1,0,1,0,0,410000.00,34.00,-2,-2,-2,-2,-2,-2,2347.00,4234.00,23591.00,224.00,193.00,6441.00,4252.00,23785.00,225.00,194.00,6473.00,22906.00,0
25638,1,1,0,0,0,0,1,0,410000.00,34.00,0,0,0,0,0,0,43719.00,44624.00,40881.00,39008.00,47638.00,27519.00,2626.00,2616.00,2617.00,20000.00,1012.00,511.00,0
25639,1,1,0,0,0,0,1,0,400000.00,35.00,-2,-2,-2,-2,-2,-2,4238.00,4329.00,6888.00,3519.00,77.00,927.00,5000.00,7013.00,3600.00,1500.00,1000.00,1000.00,0
25640,1,0,1,0,0,1,0,0,50000.00,34.00,0,0,0,0,0,0,26149.00,26660.00,27637.00,22521.00,20533.00,14659.00,2000.00,1718.00,1210.00,1018.00,539.00,5001.00,0
25641,1,1,0,0,0,1,0,0,390000.00,39.00,0,0,0,0,0,-1,40439.00,30808.00,27235.00,9895.00,3707.00,62320.00,2013.00,1329.00,1025.00,1010.00,65607.56,2530.00,0
25642,1,1,0,0,0,0,1,0,360000.00,36.00,-1,-1,-1,-1,0,0,4279.00,9398.00,26510.00,50810.00,20800.00,0.00,9398.00,26510.00,51109.00,2080.00,0.00,10080.00,0
25643,1,0,1,0,0,1,0,0,30000.00,36.00,-1,-1,-1,-1,-1,-1,326.00,326.00,833.00,326.00,802.00,802.00,326.00,833.00,326.00,802.00,326.00,0.00,0
25644,1,0,1,0,0,0,1,0,300000.00,42.00,-2,-2,-1,0,0,0,-81.00,1096.00,928.00,2264.00,3090.00,5056.00,2000.00,1072.00,1500.00,1000.00,2000.00,1000.00,0
25645,1,1,0,0,0,1,0,0,170000.00,44.00,-2,-2,-2,-2,-2,-2,754.00,0.00,0.00,0.00,1903.00,0.00,0.00,0.00,0.00,1903.00,0.00,0.00,0
25646,1,0,1,0,0,0,1,0,40000.00,44.00,2,2,2,2,2,2,35515.00,36176.00,37490.00,38726.00,39795.00,40230.00,1550.00,2200.00,2170.00,2001.00,1601.00,1602.00,1
25647,1,1,0,0,0,0,1,0,430000.00,38.00,0,0,0,0,0,0,41092.00,43095.00,44692.00,45648.00,47884.00,136701.00,3000.00,2300.00,2000.00,3000.00,65607.56,4000.00,0
25648,1,0,1,0,0,1,0,0,130000.00,47.00,-1,-1,-1,-1,-1,-2,2317.00,29.00,2595.00,1030.00,-232.01,-331.03,3000.00,3000.00,1000.00,897.00,0.00,2003.00,1
25649,1,0,1,0,0,1,0,0,450000.00,42.00,0,0,0,0,0,0,7669.00,13267.00,18748.00,24711.00,33111.00,50885.00,7272.00,8764.00,9823.00,11123.00,20274.00,5374.00,0
25650,1,1,0,0,0,0,1,0,90000.00,29.00,0,0,0,0,0,0,91643.00,90717.00,89053.00,82623.00,70740.00,69237.00,3338.00,3096.00,4000.00,3000.00,2829.00,2500.00,0
25651,1,1,0,0,0,1,0,0,190000.00,43.00,-2,-2,-2,-2,-2,-2,1675.00,4873.00,3468.00,27395.00,0.00,148120.00,4873.00,3472.00,27403.00,0.00,65607.56,6546.00,0
25652,1,1,0,0,0,0,1,0,210000.00,38.00,0,0,0,0,0,0,13744.00,14565.00,13173.00,13258.00,8155.00,2838.00,5000.00,3397.00,3000.00,2000.00,2300.00,5230.00,0
25653,1,0,1,0,0,1,0,0,20000.00,43.00,0,0,0,0,0,0,16510.00,17770.00,16432.00,16174.00,16499.00,12882.00,1558.00,1286.00,1204.00,529.00,467.00,544.00,1
25654,1,1,0,0,0,1,0,0,200000.00,36.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
25655,1,1,0,0,0,0,1,0,160000.00,29.00,-2,-2,-2,-2,-2,-2,0.00,368.00,0.00,850.00,763.00,0.00,368.00,0.00,850.00,763.00,0.00,1381.00,0
25656,1,0,1,0,0,0,1,0,220000.00,30.00,0,0,0,0,0,2,152514.00,150742.00,142633.00,137337.00,144570.00,140881.00,7149.00,8000.00,5000.00,10800.00,0.00,5600.00,0
25657,1,1,0,0,0,0,1,0,230000.00,31.00,-1,-1,-1,-1,-1,-1,2274.00,7398.00,5537.00,1247.00,0.00,1000.00,7398.00,5537.00,1259.00,0.00,1000.00,4134.00,0
25658,1,1,0,0,0,0,1,0,290000.00,32.00,-2,-2,-2,-2,-2,-2,1485.00,299.00,0.00,0.00,440.00,0.00,299.00,0.00,0.00,440.00,0.00,0.00,0
25659,1,1,0,0,0,0,1,0,360000.00,33.00,0,0,0,0,0,0,20376.00,17726.00,18797.00,15816.00,16112.00,10793.00,1500.00,2016.00,1095.00,1024.00,350.00,1323.00,0
25660,1,0,1,0,0,1,0,0,160000.00,33.00,0,-1,-1,-1,0,0,9765.00,2836.00,824.00,948.00,632.00,316.00,2836.00,824.00,948.00,0.00,0.00,316.00,0
25661,1,0,1,0,0,1,0,0,240000.00,34.00,-2,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
25662,1,0,1,0,0,1,0,0,260000.00,35.00,-2,-2,-2,-2,-2,-2,4539.00,10417.00,7364.00,8144.00,8422.00,7740.00,10417.00,7364.00,8144.00,8422.00,7740.00,26318.00,0
25663,1,0,1,0,0,1,0,0,100000.00,34.00,0,0,0,0,0,0,14815.00,10108.00,8022.00,9733.00,17284.00,8540.00,2010.00,1149.00,3094.00,1003.00,1004.00,406.00,0
25664,1,0,0,1,0,1,0,0,70000.00,42.00,0,0,0,0,0,0,22068.00,30307.00,30570.00,31367.00,32163.00,32975.00,29500.00,2000.00,2000.00,2000.00,2000.00,1780.00,0
25665,1,0,1,0,0,0,1,0,170000.00,25.00,0,0,2,0,0,0,57198.00,59379.00,28679.00,29215.00,19415.00,19531.00,3200.00,2000.00,3000.00,10000.00,2000.00,0.00,0
25666,1,0,1,0,0,0,1,0,40000.00,26.00,-1,0,0,0,-1,0,28991.00,24391.00,13600.00,0.00,44024.00,18697.00,1300.00,1000.00,0.00,22373.00,680.00,10000.00,0
25667,1,0,1,0,0,1,0,0,80000.00,47.00,0,0,0,0,0,0,78849.00,27733.00,28009.00,28977.00,28756.00,28962.00,1433.00,1489.00,1457.00,1016.00,1046.00,1211.00,0
25668,1,1,0,0,0,0,1,0,30000.00,25.00,0,0,0,0,0,0,29668.00,28732.00,29752.00,28627.00,29467.00,29634.00,1500.00,1505.00,1500.00,2200.00,2300.00,3000.00,0
25669,1,1,0,0,0,0,1,0,140000.00,25.00,1,-2,-2,-1,-1,-1,-74.00,-200.00,-200.00,522.00,142.00,-331.03,0.00,0.00,3000.00,0.00,0.00,0.00,1
25670,1,0,1,0,0,1,0,0,230000.00,27.00,0,0,0,0,0,0,24739.00,19712.00,18175.00,12109.00,11616.00,10134.00,2000.00,1928.00,1014.00,1000.00,203.00,34096.00,0
25671,1,0,1,0,0,1,0,0,200000.00,39.00,0,0,0,0,0,0,35465.00,36480.00,37893.00,39266.00,40120.00,40961.00,1600.00,2000.00,2000.00,1500.00,1479.00,1504.00,0
25672,1,1,0,0,0,1,0,0,400000.00,35.00,-2,-2,-2,-2,-2,-2,4689.00,10043.00,17883.00,9322.00,15693.00,5588.00,10097.00,18057.00,9368.00,15771.00,5616.00,10173.00,0
25673,1,0,1,0,0,1,0,0,170000.00,38.00,0,0,0,0,0,2,136768.00,133840.00,138172.00,140265.00,112529.00,110318.00,5000.00,6800.00,6500.00,8300.00,0.00,4200.00,0
25674,1,0,0,1,0,1,0,0,270000.00,43.00,-1,-1,-2,-1,-1,0,2769.00,0.00,0.00,1074.00,3292.00,2106.00,0.00,0.00,1074.00,3292.00,0.00,508.00,0
25675,1,0,1,0,0,1,0,0,30000.00,39.00,-1,-1,-1,-1,-1,-1,4042.00,5060.00,2300.00,0.00,780.00,0.00,5327.00,2300.00,0.00,780.00,0.00,0.00,0
25676,1,0,1,0,0,0,1,0,200000.00,46.00,-2,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,0
25677,1,1,0,0,0,0,1,0,280000.00,31.00,2,-1,-1,-2,-2,-2,103.00,168.00,0.00,0.00,0.00,0.00,168.00,0.00,0.00,0.00,0.00,0.00,0
25678,1,0,1,0,0,0,1,0,420000.00,32.00,0,0,0,0,0,0,350110.68,337495.28,325030.39,304997.27,285868.33,279505.06,16007.00,19031.00,17014.00,12121.00,20014.00,11014.00,0
25679,1,0,0,1,0,1,0,0,30000.00,43.00,2,0,0,0,0,0,30346.00,29885.00,20453.00,16076.00,15844.00,15785.00,1702.00,1531.00,1544.00,702.00,724.00,557.00,1
25680,1,0,1,0,0,1,0,0,180000.00,41.00,0,0,0,0,0,0,110856.00,99925.00,102359.00,96462.00,96846.00,95549.00,5000.00,5024.00,4300.00,3500.00,4000.00,4000.00,0
25681,1,0,1,0,0,1,0,0,290000.00,31.00,0,0,0,0,0,0,284583.00,274119.00,275169.00,189354.00,193163.00,197303.00,10000.00,10490.00,6620.00,6700.00,7000.00,7150.00,0
25682,1,0,1,0,0,0,1,0,20000.00,32.00,0,0,0,2,0,0,11389.00,12389.00,15175.00,14634.00,30772.00,17135.00,1500.00,3000.00,0.00,1000.00,2000.00,1000.00,0
25683,1,0,0,1,0,1,0,0,500000.00,38.00,-2,-2,-2,-2,-2,-2,-40.00,-40.00,-40.00,-40.00,7980.00,20603.00,0.00,0.00,0.00,8020.00,20706.00,36759.00,0
25684,1,0,1,0,0,1,0,0,340000.00,42.00,0,0,0,0,0,0,226644.00,225033.00,219702.00,132852.00,124168.00,119568.00,8000.00,9222.00,5000.00,4500.00,4500.00,3834.00,0
25685,1,0,1,0,0,1,0,0,270000.00,39.00,0,0,0,0,0,0,85827.00,87664.00,90515.00,91903.00,93864.00,96118.00,3000.00,4000.00,3403.00,3200.00,3479.00,4000.00,0
25686,1,0,0,1,0,1,0,0,150000.00,41.00,1,-1,0,0,-2,-2,-81.00,49909.00,46824.00,-212.02,143824.00,151500.00,51772.00,2300.00,2176.00,67054.44,9500.00,0.00,0
25687,1,0,1,0,0,0,1,0,40000.00,33.00,-1,-1,-1,2,-1,-1,1860.00,1979.00,4167.00,1979.00,1979.00,1979.00,2279.00,4167.00,0.00,1979.00,1979.00,1775.00,0
25688,1,1,0,0,0,0,1,0,360000.00,34.00,-2,-2,-2,-2,-2,-2,6276.00,16062.00,8539.00,8665.00,2132.00,745.00,16142.00,8630.00,8710.00,2142.00,748.00,3030.00,0
25689,1,0,1,0,0,1,0,0,500000.00,34.00,0,0,0,0,0,0,144774.00,130097.00,134810.00,145182.00,141062.00,135358.00,20053.00,19000.00,15000.00,10040.00,15000.00,20000.00,0
25690,1,0,1,0,0,0,1,0,280000.00,47.00,-2,-2,-1,0,0,0,12477.00,13915.00,67119.00,53044.00,66668.00,61466.00,13987.00,69805.00,1711.00,26743.00,10057.00,54318.00,0
25691,1,0,1,0,0,0,1,0,50000.00,43.00,0,0,0,0,0,0,43051.00,43729.00,27008.00,28324.00,8044.00,8414.00,1500.00,1500.00,1800.00,500.00,500.00,500.00,0
25692,1,1,0,0,0,0,1,0,330000.00,42.00,-2,-2,-2,-2,-2,-2,565.00,20650.00,15360.00,0.00,12923.00,1816.00,20650.00,15360.00,0.00,12923.00,1816.00,17050.00,1
25693,1,0,0,1,0,0,1,0,360000.00,46.00,-1,-1,-1,-1,-1,-1,15219.00,26544.00,36301.00,45883.00,16789.00,6159.00,26796.00,36582.00,46112.00,16873.00,6190.00,22167.00,0
25694,1,0,0,1,0,1,0,0,340000.00,40.00,0,0,0,0,0,0,194380.00,183139.00,179156.00,170491.00,158370.00,151685.00,7000.00,9000.00,9000.00,7000.00,6000.00,5400.00,0
25695,1,1,0,0,0,0,1,0,500000.00,26.00,-1,-1,-1,-1,-1,0,1419.00,1293.00,1111.00,1175.00,3162.00,1638.00,1293.00,1111.00,1175.00,3162.00,33.00,2000.00,0
25696,1,1,0,0,0,0,1,0,270000.00,34.00,0,0,2,0,0,0,67544.00,54523.00,18865.00,44908.00,19508.00,15860.00,4025.00,5.00,34000.00,0.00,0.00,0.00,0
25697,1,0,0,1,0,1,0,0,120000.00,40.00,0,0,0,0,0,0,102400.00,108300.00,108538.00,94833.00,49078.00,40643.00,7500.00,5000.00,4121.00,2000.00,2000.00,2000.00,0
25698,1,0,1,0,0,1,0,0,140000.00,39.00,-1,-1,-1,-1,-1,-1,567.00,1498.00,1139.00,380.00,2340.00,837.00,1498.00,1139.00,380.00,2340.00,837.00,380.00,0
25699,1,0,1,0,0,0,1,0,200000.00,27.00,-1,-1,-1,-1,-1,-1,6369.00,5830.00,7254.00,7164.00,4576.00,5792.00,5830.00,7254.00,7164.00,4675.00,5792.00,5196.00,0
25700,1,0,0,1,0,1,0,0,50000.00,45.00,0,0,0,0,0,0,20080.00,18866.00,21549.00,26163.00,26684.00,27753.00,1317.00,3000.00,5000.00,956.00,1500.00,3000.00,0
25701,1,1,0,0,0,0,1,0,220000.00,28.00,0,0,0,0,0,0,55477.00,44109.00,32978.00,30415.00,28038.00,25669.00,3000.00,5000.00,13500.00,14000.00,13500.00,13500.00,0
25702,1,1,0,0,0,0,1,0,80000.00,43.00,0,0,0,-2,-1,-1,80958.00,77783.00,-200.00,-212.02,1261.00,1261.00,1556.00,0.00,0.00,4261.00,1261.00,540.00,0
25703,1,0,0,1,0,0,0,1,200000.00,45.00,-2,-2,-2,-2,-2,-2,399.00,2430.00,0.00,399.00,1396.00,0.00,2430.00,0.00,399.00,1396.00,0.00,0.00,0
25704,1,1,0,0,0,0,1,0,20000.00,29.00,1,-1,-1,-1,-1,-1,0.00,2494.00,3967.00,1364.00,600.00,0.00,2494.00,3967.00,1370.00,600.00,0.00,0.00,0
25705,1,1,0,0,0,0,1,0,260000.00,29.00,2,2,-1,-1,-1,0,792.00,396.00,396.00,396.00,792.00,396.00,0.00,396.00,396.00,792.00,0.00,396.00,1
25706,1,1,0,0,0,0,1,0,430000.00,29.00,0,0,0,0,0,0,111409.00,114071.00,116749.00,118319.00,121351.00,125225.00,6000.00,6000.00,5000.00,5000.00,6000.00,5000.00,0
25707,1,1,0,0,0,1,0,0,360000.00,39.00,-1,-1,-1,-1,-1,-1,21421.00,31104.00,17918.00,19259.00,26924.00,19049.00,31110.00,17918.00,19459.00,26924.00,19049.00,7648.00,0
25708,1,1,0,0,0,0,1,0,500000.00,30.00,-1,-1,-1,-1,0,0,16558.00,10998.00,4405.00,9274.00,10642.00,11986.00,11075.00,4405.00,9274.00,4000.00,5000.00,53918.00,0
25709,1,0,0,1,0,1,0,0,50000.00,45.00,1,2,0,0,0,0,49768.00,47191.00,49422.00,49586.00,30023.00,28373.00,0.00,3000.00,1500.00,5000.00,2000.00,2000.00,0
25710,1,0,1,0,0,1,0,0,50000.00,47.00,0,0,0,0,0,0,46170.00,47155.00,48052.00,49491.00,28618.00,29217.00,1755.00,2000.00,2295.00,1000.00,1048.00,1058.00,0
25711,1,1,0,0,0,0,1,0,360000.00,35.00,-2,-2,-2,-2,-2,-2,-3.00,-3.00,-3.00,-3.00,-3.00,597.00,0.00,0.00,0.00,0.00,600.00,590.00,0
25712,1,0,0,1,0,0,1,0,10000.00,36.00,-1,0,0,0,0,0,3671.00,4945.00,6157.00,7172.00,8048.00,8318.00,1500.00,1300.00,1124.00,1000.00,400.00,500.00,0
25713,1,1,0,0,0,0,1,0,220000.00,32.00,1,-1,-1,-1,0,-1,0.00,4048.00,4925.00,12554.00,1036.00,522.00,4048.00,4925.00,12606.00,0.00,572.00,7656.00,0
25714,1,0,1,0,0,0,1,0,110000.00,33.00,0,0,0,0,0,0,103195.00,102713.00,103034.00,103112.00,94403.00,96072.00,5200.00,3804.00,4500.00,3400.00,3500.00,7700.00,1
25715,1,0,1,0,0,0,1,0,290000.00,34.00,0,0,0,0,0,0,284150.00,288493.00,295333.00,285867.00,240773.00,242655.00,12000.00,12500.00,11000.00,8000.00,9300.00,9000.00,0
25716,1,0,1,0,0,1,0,0,110000.00,35.00,0,0,0,0,0,0,28969.00,29568.00,30379.00,84257.00,84762.00,86139.00,1500.00,1706.00,55000.00,3200.00,3300.00,3300.00,0
25717,1,0,1,0,0,0,1,0,120000.00,40.00,1,-2,-2,-2,-2,-2,-81.00,-200.00,-200.00,-200.00,0.00,8360.00,0.00,0.00,0.00,200.00,8360.00,0.00,0
25718,1,0,1,0,0,1,0,0,140000.00,46.00,0,0,0,0,0,0,82497.00,83206.00,85862.00,86676.00,88948.00,54312.00,2978.00,3997.00,3140.00,3707.00,2104.00,1946.00,0
25719,1,0,1,0,0,1,0,0,500000.00,38.00,0,0,0,0,0,0,242546.00,184601.00,189136.00,172674.00,20253.00,29576.00,7000.00,8000.00,9000.00,791.00,10000.00,7000.00,0
25720,1,1,0,0,0,1,0,0,360000.00,45.00,-2,-2,-2,-2,-2,-2,3401.00,2655.00,1064.00,530.00,822.00,2222.00,2655.00,1064.00,530.00,822.00,2222.00,788.00,0
25721,1,0,1,0,0,1,0,0,280000.00,44.00,0,0,-1,-1,-2,-2,390.00,0.00,780.00,0.00,0.00,0.00,0.00,780.00,0.00,0.00,0.00,0.00,1
25722,1,0,1,0,0,0,1,0,220000.00,38.00,-1,-1,-1,-1,-1,-1,22145.00,5529.00,4688.00,1621.00,8522.00,4149.00,5575.00,4716.00,1632.00,8559.00,4164.00,10626.00,1
25723,1,0,1,0,0,1,0,0,210000.00,30.00,0,0,0,0,0,0,158805.00,159093.00,153056.00,140518.00,70901.00,72539.00,5404.00,6230.00,5696.00,2328.00,2567.00,2531.00,0
25724,1,1,0,0,0,0,1,0,170000.00,38.00,-1,-1,-1,-1,-2,-2,822.00,-3.00,1243.00,0.00,0.00,0.00,0.00,1246.00,0.00,0.00,0.00,0.00,0
25725,1,1,0,0,0,0,1,0,50000.00,23.00,0,0,0,0,0,0,15213.00,16253.00,17289.00,18396.00,19089.00,19629.00,1300.00,1300.00,1400.00,1000.00,1000.00,1043.00,0
25726,1,1,0,0,0,1,0,0,300000.00,34.00,2,0,0,2,0,0,74917.00,70878.00,68463.00,52987.00,46867.00,16335.00,3028.00,4560.00,78.00,3171.00,5015.00,5047.00,1
25727,1,1,0,0,0,0,1,0,160000.00,30.00,-2,-2,-2,-2,-1,-1,2000.00,1000.00,1000.00,1000.00,12234.00,11960.00,1000.00,1000.00,1000.00,12234.00,1200.00,65157.00,1
25728,1,0,1,0,0,0,1,0,320000.00,26.00,1,3,2,2,2,0,303926.00,305625.00,299382.00,304997.27,285868.33,279505.06,8100.00,0.00,24100.00,0.00,11700.00,12000.00,1
25729,1,0,0,1,0,1,0,0,280000.00,37.00,0,0,0,0,0,0,199046.00,184586.00,185067.00,177878.00,140710.00,81033.00,8200.00,7500.00,9000.00,6500.00,5000.00,2000.00,0
25730,1,1,0,0,0,0,1,0,290000.00,31.00,0,0,0,0,0,0,41879.00,42882.00,43992.00,45061.00,46998.00,51046.00,2000.00,2100.00,2100.00,3000.00,5000.00,2050.00,0
25731,1,0,0,1,0,0,1,0,20000.00,41.00,0,0,2,0,0,0,19080.00,20303.00,19302.00,19897.00,19895.00,20313.00,3000.00,0.00,1311.00,699.00,725.00,711.00,0
25732,1,0,0,1,0,1,0,0,80000.00,37.00,0,0,-2,-2,-2,-1,47751.00,-200.00,325030.39,632.00,632.00,124542.00,215.00,76651.02,632.00,632.00,65607.56,14770.00,0
25733,1,0,0,1,0,1,0,0,200000.00,47.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
25734,1,1,0,0,0,0,1,0,270000.00,29.00,-2,-2,-2,-2,-2,-2,990.00,5850.00,0.00,0.00,0.00,0.00,5850.00,0.00,0.00,0.00,0.00,0.00,0
25735,1,1,0,0,0,1,0,0,200000.00,46.00,-1,-1,-1,-1,-1,-1,10687.00,18021.00,3275.00,5430.00,6683.00,7790.00,18031.00,3275.00,5430.00,6871.00,7790.00,8901.00,0
25736,1,0,1,0,0,1,0,0,130000.00,39.00,0,0,0,0,0,0,125816.00,125804.00,124030.00,119966.00,89588.00,91178.00,7166.00,7501.00,6621.00,3501.00,3501.00,3612.00,0
25737,1,0,1,0,0,0,1,0,30000.00,35.00,2,2,0,0,0,0,25368.00,24662.00,26001.00,27012.00,27241.00,27812.00,0.00,1739.00,1750.00,975.00,1010.00,3226.00,1
25738,1,0,1,0,0,1,0,0,60000.00,29.00,-1,-1,-1,-1,-1,-1,1033.00,2076.00,26.00,3742.00,3352.00,3570.00,2081.00,26.00,4822.00,3352.00,3570.00,1799.00,0
25739,1,1,0,0,0,0,1,0,180000.00,34.00,0,0,0,0,0,2,85129.00,88701.00,91356.00,94820.00,100740.00,99015.00,5000.00,5000.00,5000.00,7500.00,0.00,6000.00,1
25740,1,0,1,0,0,1,0,0,90000.00,45.00,2,2,2,2,2,2,45820.00,46770.00,45741.00,48729.00,49628.00,50680.00,2000.00,0.00,3755.00,2000.00,2000.00,2100.00,1
25741,1,1,0,0,0,1,0,0,430000.00,43.00,0,-1,-1,-1,-1,-1,30000.00,28490.00,33490.00,30636.00,30240.00,0.00,28647.00,35000.00,30636.00,30241.00,0.00,179.00,0
25742,1,0,1,0,0,1,0,0,30000.00,37.00,3,3,3,2,0,0,27672.00,28911.00,29163.00,28380.00,28636.00,30290.00,2000.00,1000.00,0.00,1000.00,2100.00,1500.00,1
25743,1,0,1,0,0,0,1,0,190000.00,40.00,0,0,0,0,0,0,182923.00,183436.00,162537.00,157497.00,155297.00,153594.00,8059.00,7741.00,7201.00,4815.00,4927.00,5380.00,1
25744,1,1,0,0,0,0,1,0,240000.00,31.00,2,0,0,0,0,0,179483.00,183151.00,185490.00,189351.00,193115.00,197445.00,8151.00,6790.00,6951.00,6915.00,7445.00,7248.00,1
25745,1,1,0,0,0,1,0,0,240000.00,33.00,-1,-1,-2,-2,-2,-2,2193.00,0.00,0.00,0.00,2500.00,0.00,0.00,0.00,0.00,2500.00,0.00,880.00,0
25746,1,0,1,0,0,1,0,0,240000.00,38.00,0,0,2,0,0,2,32981.00,47320.00,46392.00,51652.00,54969.00,42373.00,15000.00,0.00,6000.00,4059.00,14.00,10022.00,0
25747,1,0,1,0,0,1,0,0,160000.00,41.00,1,-1,-1,-1,-1,-1,0.00,1496.00,1496.00,1496.00,1496.00,1496.00,1496.00,1496.00,1496.00,1496.00,1496.00,1496.00,0
25748,1,0,1,0,0,1,0,0,110000.00,28.00,0,0,2,0,0,0,96131.00,106932.00,103381.00,75794.00,76947.00,79105.00,14000.00,27.00,4000.00,3000.00,3000.00,10000.00,0
25749,1,1,0,0,0,0,1,0,360000.00,30.00,-1,-1,-1,0,0,0,13861.00,7795.00,4489.00,10218.00,6509.00,15156.00,7884.00,4808.00,10044.00,4006.00,10046.00,12087.00,0
25750,1,0,0,1,0,1,0,0,130000.00,43.00,0,0,0,0,0,0,126965.00,130067.00,129385.00,96775.00,98071.00,97743.00,6739.00,5540.00,4403.00,3814.00,3562.00,4021.00,1
25751,1,0,1,0,0,1,0,0,30000.00,38.00,0,0,2,0,0,2,2433.00,4772.00,2897.00,3236.00,3575.00,1764.00,4000.00,0.00,2000.00,2000.00,0.00,1900.00,1
25752,1,1,0,0,0,0,1,0,370000.00,30.00,-1,-1,-1,-1,0,0,17004.00,19254.00,342.00,18295.00,14386.00,11961.00,19254.00,432.00,19584.00,0.00,0.00,1569.00,0
25753,1,0,0,1,0,0,1,0,120000.00,31.00,1,2,0,0,0,0,122806.00,119325.00,112976.00,63658.00,38495.00,38226.00,15.00,3500.00,2000.00,1500.00,1500.00,5000.00,0
25754,1,0,1,0,0,0,1,0,100000.00,31.00,1,-2,-1,-1,-1,-2,0.00,0.00,680.00,837.00,0.00,0.00,0.00,680.00,837.00,0.00,0.00,0.00,0
25755,1,0,0,0,1,0,1,0,80000.00,33.00,-2,-2,-1,0,0,0,5833.00,0.00,15728.00,9265.00,10400.00,0.00,0.00,15728.00,1500.00,1400.00,0.00,0.00,0
25756,1,0,1,0,0,1,0,0,120000.00,30.00,0,0,0,0,0,0,101596.00,102860.00,104694.00,103058.00,71095.00,47379.00,3706.00,5502.00,4204.00,3017.00,2005.00,1702.00,0
25757,1,0,1,0,0,1,0,0,290000.00,33.00,0,0,0,0,0,0,149495.00,117275.00,110481.00,107735.00,100195.00,84268.00,3721.00,3700.00,4005.00,4000.00,3000.00,2928.00,0
25758,1,0,0,1,0,0,1,0,150000.00,35.00,0,0,0,0,0,0,145063.00,134701.00,133145.00,120821.00,107280.00,105510.00,5000.00,5000.00,4030.00,4000.00,4000.00,4000.00,0
25759,1,0,1,0,0,1,0,0,270000.00,28.00,0,0,0,0,0,0,322249.00,298700.00,308133.00,263516.00,94062.00,92618.00,10000.00,13000.00,12000.00,5000.00,4000.00,5000.00,0
